tidak_baku,kata_baku
bbbrb,segera kembali
kmrnee,kemarin
s4bi5,bisa
dmnnna,di mana
tttp4,tetapi
ssosmed,media sosial
jgn2uu,jangan
gabutaa,gabut
baer,baper
egel2,pegal pegal
ud4hh4,sudah
kmrnuu,kemarin
janganlahoo,jangan
kkklau,kalau
alay,norak
keluarrrgazz,keluarga
kmreeeny,kemarin
baperanii,baper
uad,sudah
yaudahhh,ya sudah
lllu,kamu
skoo,si
kaloook,kalau
smpi,sampai
s4bi23,bisa
bangetii,sangat
saajeh,saja
ok3y,baik
ngebutoo,ngebut
bl4,belum
dmmmn,di mana
dmnoo,di mana
atttas2,atas
amles,malas
haaluu,berhalusinasi
kmee,kamu
baperrr,baper
nyokii,ayo
s4bi,bisa
9wsh,semoga cepat sembuh
loohiilo,kamu
dmnnnzz,di mana
s4biii,bisa
belllom,belum
kaloii,kalau
sosmmmed,media sosial
balees,membalas
gaabutt,gabut
jgn2ee,jangan
ga8isag,tidak bisa
cuyuu,bro/sobat
iddk,saya tidak tahu
tem3nzz,teman
bbelombb,belum
kmuoo,kamu
ntaruu,nanti
capekkk,lelah
pl1ss,tolong
gkbi55a,tidak bisa
belomii,belum
hluu,berhalusinasi
ga8isazz,tidak bisa
kkeluarga,keluarga
tolongggee,tolong
jjjgn2,jangan
tttpi,tetapi
aajaa,saja
bgy,sangat
jjjd17,jadi
luii,kamu
blmii,belum
7emen,teman
bucin5,budak cinta
5aaampe,sampai
tnxii,terima kasih
ga8isay,tidak bisa
luaribasa,luar biasa
msg,semoga
keluarazz,keluarga
sajaehaa,saja
ssi,si
j4ngg4nl4h,jangan
tapiita,tetapi
sblmmmnya,sebelum
beelom,belum
tolonggguu,tolong
klgaa,keluarga
ntree,nanti
skgsk,sekarang
kkksih,kasih
krrna,karena
is1,si
jkttt,jakarta
nggaaak,tidak
omg,ya tuhan
bgt7,sangat
siappp,siap
luee,kamu
maager,malas bergerak
klua,kalau
brooo,saudara
s8lmaa,sebelum
kkkm,kamu
beloom,belum
brby,segera kembali
smpoo,sampai
aalayy,norak
y4sud4hy,ya sudah
fti,sehat
omgoo,ya tuhan
nnngga,tidak
skrgii,sekarang
sosmedoo,media sosial
luarbias4,luar biasa
sosmd,media sosial
asi,kasih
hhalu,berhalusinasi
aksi69,kasih
beeelom,belum
kmsh6,terima kasih
bgggt,sangat
ntarr,nanti
m4les,malas
fbaa,facebook
kasiee,kasih
yaudah,ya sudah
keluargaeezz,keluarga
bgggs,bagus
kuuyy,yuk
duahd,sudah
7api,tetapi
is29,si
luarbiasauu,luar biasa
jddi,jadi
udaoo,sudah
gtueegt,begitu
peed,percaya diri
tow,sedang dalam perjalanan
ksi,kasih
loohiiy,kamu
ttpi,tetapi
bapran,baper
pllz,tolong
ttolonggg,tolong
mkshhh,terima kasih
jananlah,jangan
sbblmnya,sebelum
udahaa,sudah
s4bizz,bisa
ddmn,di mana
j9n2,jangan
fit,sehat
smmp,sampai
tksoo,terima kasih
gb4is4,tidak bisa
dapetoo,dapat
skkkr,sekarang
ksiiih,kasih
saippp,siap
g48is4,tidak bisa
gabuttoo,gabut
kalllo,kalau
k4si,kasih
8anget,sangat
nggas,marah
kalooozz,kalau
fixx,pasti
sosmeeed,media sosial
gabu7t99,gabut
dmmna,di mana
akuoo,aku
yaduah,ya sudah
alllayy,norak
b9t4,sangat
sblmnnyasb,sebelum
ga8isaga,tidak bisa
b9t5,sangat
kmnkm,kemarin
kkuy,yuk
ngebutii,ngebut
halluuu,berhalusinasi
daapet,dapat
jgnn2,jangan
mmager,malas bergerak
ngggebut,ngebut
ksssih,kasih
akuii,aku
jddi32,jadi
kmrnaa,kemarin
oloh,kamu
aaatas2,atas
fyiuu,untuk informasi
aqee,aku
luarbia5a,luar biasa
smgoo,semoga
sajaeeh,saja
owt,sedang dalam perjalanan
kkuyy,yuk
d4pet,dapat
p3gel,pegal
kmrennn,kemarin
ssskrg,sekarang
hlauu,berhalusinasi
alayyaa,norak
kl9,keluarga
epoy,kepo
yauah,ya sudah
pegeliiy,pegal
ngebuutzz,ngebut
iiimoom,menurut saya
gggkbisa,tidak bisa
okke,baik
maaksihy,terima kasih
jjjanganlah,jangan
balles,membalas
sosssmed,media sosial
ngebuuttu,ngebut
tolongggii,tolong
gabutii,gabut
bucni,budak cinta
makas1h,terima kasih
luarrbiasa,luar biasa
knr,karena
ballles,membalas
8gt,sangat
ngebuut21,ngebut
anirr,wah
dapettt,dapat
elom,belum
g1tu,begitu
gwshoo,semoga cepat sembuh
nggeas,marah
bbelom8,belum
pegell2,pegal pegal
4j4,saja
tksaa,terima kasih
8gtt,sangat
l0oh,kamu
ngag,tidak
haluii,berhalusinasi
mmmakasih,terima kasih
sosmde,media sosial
bgtaa,sangat
aksi9,kasih
baperrran,baper
dmnaoo,di mana
peg3l2,pegal
dmnnn1,di mana
ucy,bro/sobat
kllg,keluarga
kaloy,kalau
jangannnlah,jangan
pegeel,pegal
pplz,tolong
keluarak,keluarga
ggak,tidak
gaut,gabut
y4sud4h2,ya sudah
kelu4rrrg4,keluarga
tttp17,tetapi
bpaeran,baper
ngebutt,ngebut
luariasazz,luar biasa
blomii,belum
nyoookzz,ayo
temn,teman
k4rn4,karena
maales,malas
epo,kepo
uudh,sudah
igee,instagram
gbisa,tidak bisa
halluzz,berhalusinasi
kmnzz,kemarin
ngega,marah
saaeh,saja
belo,belum
gw5hg,semoga cepat sembuh
kasioo,kasih
br8,segera kembali
fixxaa,pasti
sblmyna,sebelum
maksaih,terima kasih
sblmmnya,sebelum
qaw,aku
kmrnii,kemarin
baperii,baper
fituu,sehat
osmed,media sosial
plis5y,tolong
krn480,karena
1mo,menurut saya
ssblmnya,sebelum
b9t,sangat
halluy,berhalusinasi
banet,sangat
capek,lelah
sssmg,semoga
siapppiizz,siap
tapii81,tetapi
maaksih5,terima kasih
oooke,baik
0tw,sedang dalam perjalanan
teeemen,teman
krnaoo,karena
dape7,dapat
bange,sangat
sssi,si
kpeo,kepo
baangety,sangat
sssblm,sebelum
nttr,nanti
yii,ya
maak5ih,terima kasih
btwww,omong-omong
aajy,saja
gnga,tidak
brb9,segera kembali
jjjdy,jadi
smttt,semangat
annjay,wah
ntruu,nanti
annnjirr,wah
smp4i,sampai
siuu,si
smpaaai,sampai
haulu,berhalusinasi
pls,tolong
gwee,aku
bro66,saudara
fffb,facebook
nnnggak,tidak
nyoook8,ayo
ssmp,sampai
ngeags,marah
keop,kepo
omee,paman
jangganlah46,jangan
belomuu,belum
saaampe48,sampai
nyokaa,ayo
keluraga,keluarga
plsaay,tolong
n7r,nanti
ttw,twitter
balesss,membalas
bsg,bagus
pppegel,pegal
iiimo9,menurut saya
smgg,semoga
plsaa,tolong
gtuee13,begitu
sosmedee,media sosial
f1xx,pasti
aqqw,aku
alayyy,norak
jkuu,jika
ajauu,saja
sappp,siap
gabbut,gabut
jgnee,jangan
epde,percaya diri
rbo,saudara
aqwy,aku
ixx,pasti
gbaisay,tidak bisa
tkks,terima kasih
8lom,belum
ajjja,saja
mkasihii,terima kasih
tmnn,teman
reeeply,membalas
keeluarga,keluarga
gabis4,tidak bisa
pegel2ii,pegal
nyokoo,ayo
ngegas,marah
bucin90,budak cinta
immmo,menurut saya
keluarggga,keluarga
gaaabut,gabut
gwsh,semoga cepat sembuh
kmsh67,terima kasih
fiit,sehat
bannget,sangat
okeyee,baik
b9s,bagus
smpp,sampai
8r8,segera kembali
pegel,pegal
ommmg,ya tuhan
smpaiuu,sampai
dmnaee,di mana
jannnganlah,jangan
sblmyna23,sebelum
kklooo,kalau
dpaet,dapat
reply,membalas
sblmnnya91,sebelum
baper4n,baper
makash,terima kasih
loaa,kamu
karrna,karena
tapii5,tetapi
kaloka,kalau
ud4,sudah
janganllah,jangan
kalo1,kalau
tksii,terima kasih
jjjdzz,jadi
ttapi,tetapi
bbgt,sangat
bbaperan,baper
brro,saudara
tolongggoo,tolong
siapppii,siap
keluargaee,keluarga
blmoo,belum
klgii,keluarga
kkloy,kalau
kkkasi,kasih
aajja,saja
ssskr,sekarang
ud4h1,sudah
sosmeduu,media sosial
bg7bg,sangat
du4h,sudah
pegel2uu,pegal
replyii,membalas
nge9as,marah
gkbi5aaa,tidak bisa
gabisssa,tidak bisa
atas2ee,atas
btg,sangat
akuiiak,aku
etmen,teman
otwee,sedang dalam perjalanan
nggebut,ngebut
alo,kalau
jdiee,jadi
s4b1,bisa
g7u,begitu
sajjaeh,saja
abnget,sangat
makassih,terima kasih
siapppii7,siap
nnt1,nanti
cuuy,bro/sobat
capeek,lelah
sammpe,sampai
temenuu,teman
bangetoo,sangat
sossmed,media sosial
9abut,gabut
plis5,tolong
kaol,kalau
kep,kepo
aqy,aku
maggger,malas bergerak
pegeliipe,pegal
b4les,membalas
gkbissaas,tidak bisa
1dk,saya tidak tahu
luariasalu,luar biasa
tem3ny,teman
bgsuu,bagus
bggtt,sangat
bttw,omong-omong
makasihhh,terima kasih
dnm,di mana
pege2,pegal
bangte,sangat
uge,aku
dman,di mana
sblmnnnya,sebelum
kaloooy,kalau
akuii1,aku
uarbiasa,luar biasa
kelaurgaaa,keluarga
cccapek,lelah
skgy,sekarang
gkbissagk,tidak bisa
daet,dapat
baales,membalas
nni,nanti
llu,kamu
siapppiisi,siap
p1lss,tolong
bl41,belum
nntiee,nanti
kmrenee,kemarin
gabisaee8,tidak bisa
gabisaii,tidak bisa
sblmnyya,sebelum
yyaudah,ya sudah
yahoo,ya
janganlh,jangan
maaksih9,terima kasih
gwssh,semoga cepat sembuh
ksihee,kasih
spmai,sampai
nttar,nanti
udaa,sudah
yaudahaa,ya sudah
m44ksih,terima kasih
tttks,terima kasih
okee,baik
8ro,saudara
cuyee,bro/sobat
pedde,percaya diri
dmnauu,di mana
msp,sampai
krrnaaa,karena
ak5i,kasih
kas1,kasih
btt,sangat
karrrna,karena
9abutt,gabut
aksizz,kasih
haaaluu,berhalusinasi
aas2,atas
fffyi,untuk informasi
ntx,terima kasih
fitaa,sehat
saj4eh,saja
sssabi,bisa
r3pl,membalas
mkasihuu,terima kasih
gtuee,begitu
dmnnn,di mana
acp3k,lelah
brbiizz,segera kembali
kmsh,terima kasih
tzz,tetapi
aayy,norak
gabu7tt7,gabut
kelaurgake,keluarga
kuyee,yuk
gkuu,tidak
bucin13,budak cinta
gk8isaaa,tidak bisa
kloo,kalau
ml5ml,malas
ajoo,saja
tmenee,teman
fy1,untuk informasi
bapeeer,baper
kasii,kasih
rkn,karena
asbi,bisa
maless,malas
kaaalo,kalau
gabu7tga,gabut
gabut7,gabut
atsa2,atas
mkkksh,terima kasih
acpek2,lelah
banggget,sangat
buuucin,budak cinta
5i4ppp,siap
aalay,norak
sblmyna88,sebelum
caaapek,lelah
bel0m,belum
ommg,ya tuhan
magre,malas bergerak
bbel0m,belum
tbw,omong-omong
balesuu,membalas
pege2l,pegal
bpaer,baper
ga8isa,tidak bisa
anget,sangat
aats2,atas
gabia,tidak bisa
ggabutt,gabut
okkkey,baik
klouu9,kalau
nnngegas,marah
5blmnya,sebelum
jktuu,jakarta
aaja,saja
nggakoo,tidak
bgttii,sangat
gttu,begitu
gw5hgw,semoga cepat sembuh
baaaper,baper
epoop,kepo
gabbbisa,tidak bisa
pgeel81,pegal
bgsee,bagus
gkbissay,tidak bisa
ataas2,atas
g4butt,gabut
keluarrrgaaa,keluarga
ikd,saya tidak tahu
mlsuu,malas
pppliss,tolong
janganlah,jangan
laurbiasa,luar biasa
skrgoo,sekarang
jg2n,jangan
luariasa5,luar biasa
aqwaa,aku
jjjddj,jadi
r3ply,membalas
gttt,begitu
jdaa,jadi
s4j4eh,saja
piss,tolong
gkoo,tidak
nyoook,ayo
aaq,aku
mmmkasih,terima kasih
8aperan,baper
peg3l,pegal
klaaau,kalau
tk5,terima kasih
alayyoo,norak
thx11,terima kasih
gdd,bagus
yaudahoo,ya sudah
baels,membalas
ttlg,tolong
gggue,aku
keluargaoo,keluarga
baanget5,sangat
nta,nanti
acpeka,lelah
ggabut,gabut
pegeloo,pegal
gkbisaaazz,tidak bisa
pdd,percaya diri
mkasih,terima kasih
omoo,paman
ggkbisa,tidak bisa
sblmnnyazz,sebelum
dmnnny,di mana
dddpt,dapat
gueii,aku
smpaiee,sampai
acpekac,lelah
aq7,aku
olonggg,tolong
y4sud444h,ya sudah
nngebut,ngebut
kkkarna,karena
mkashi,terima kasih
tf4,apa-apaan
haluuii,berhalusinasi
luariasal,luar biasa
kuyyee,yuk
nyokkk,ayo
ssblm,sebelum
epgel,pegal
ntttr,nanti
gkb1sa,tidak bisa
ga8isa5,tidak bisa
plis55s,tolong
ukyy,yuk
tpppi,tetapi
ban9et,sangat
atas222,atas
luarbbiasalu,luar biasa
otwoo,sedang dalam perjalanan
gaiizz,tidak
kal,kalau
kara,karena
dmnnn58,di mana
klgee,keluarga
tnxaa,terima kasih
gkbissa,tidak bisa
pegelii3,pegal
jgnnn2,jangan
okeyii,baik
male,malas
bbbgt,sangat
twt,twitter
saaampey,sampai
wtfff,apa-apaan
dapett,dapat
gbaisa,tidak bisa
sampee,sampai
gabu7tg,gabut
kklo31,kalau
sblmny4,sebelum
m4ger,malas bergerak
ttthx,terima kasih
jgnn25,jangan
skuu,si
pegelee,pegal
iiidk,saya tidak tahu
tkss,terima kasih
kmuaa,kamu
kkrn,karena
luarbiasaaa,luar biasa
tnnnx,terima kasih
lurbiasa,luar biasa
blomoobl,belum
bbbucin,budak cinta
pgeelzz,pegal
sabioo,bisa
karnaaa,karena
p3gel2,pegal
duahy,sudah
luariasa,luar biasa
fyiaa,untuk informasi
kkarna,karena
imouu,menurut saya
jgnn28,jangan
ped,percaya diri
gabisaee1,tidak bisa
sosmed,media sosial
gabisaa,tidak bisa
yahee,ya
sajae,saja
smpaioo,sampai
yasssudah,ya sudah
brbii46,segera kembali
sosemd,media sosial
dape,dapat
mger,malas bergerak
dji,jadi
aaj,saja
n9ebut,ngebut
mkash,terima kasih
luarbiaasa,luar biasa
nggaak,tidak
jjgn,jangan
ngegaas,marah
0ke,baik
bgttaa,sangat
bbbgs,bagus
bucinn,budak cinta
haluaa,berhalusinasi
sab1,bisa
udda,sudah
nge4s,marah
broy,saudara
dmnuu,di mana
tksss,terima kasih
nge8uut,ngebut
blbl,belum
bg7zz,sangat
peel2,pegal
sblmaa,sebelum
ggtu,begitu
rreply,membalas
fyii,untuk informasi
baaperan,baper
plissuu,tolong
tologngg,tolong
nntioon,nanti
kmuii,kamu
igg,instagram
okeeey,baik
baanget25,sangat
skee,si
luariasaaa,luar biasa
sm9,semoga
sblmyna3,sebelum
g4bu7t,gabut
kkklok,kalau
bal3s,membalas
maes,malas
kasiaa,kasih
111mo,menurut saya
peede,percaya diri
janganlahuu,jangan
pllls,tolong
keluarg4,keluarga
twtaa,twitter
mkassih,terima kasih
mlls,malas
aysudah,ya sudah
fixee,pasti
jgnnn,jangan
yaudahuu,ya sudah
tlgii,tolong
loohiil,kamu
skg1,sekarang
atas2uu,atas
maaksih2,terima kasih
pgeel4,pegal
epoep,kepo
jangganlahj,jangan
bapre,baper
hau,berhalusinasi
skrr,sekarang
tpiuu,tetapi
btw,omong-omong
bucinaa,budak cinta
nn7i,nanti
halluh,berhalusinasi
si4pppzz,siap
bro3,saudara
twtee,twitter
alaaayy,norak
ede,percaya diri
luar81asa,luar biasa
maaksihhi,terima kasih
kalooo,kalau
b9t51,sangat
lu4rbiasa,luar biasa
54bi,bisa
lllo,kamu
jdiaa,jadi
caapek,lelah
iig,instagram
y4sud4hy4,ya sudah
kepoee,kepo
bllm,belum
udauu,sudah
pil55,tolong
mrn,kemarin
plis,tolong
sblmnyaa,sebelum
kanra,karena
nt4r,nanti
abut,gabut
blmmm,belum
om9,ya tuhan
kmrnnn,kemarin
jangnalah,jangan
gtttu,begitu
bangetee,sangat
llooh,kamu
tttmen,teman
bucinii,budak cinta
gkbisaaa,tidak bisa
najirr,wah
h4lu,berhalusinasi
tapiizz,tetapi
skruu,sekarang
alayyii,norak
rna,karena
kkrna,karena
ntra,nanti
akaa,aku
atas22,atas
annjirr,wah
skk,si
lms,malas
kuyyuu,yuk
apet,dapat
yahuu,ya
ngeegas,marah
reppply,membalas
kkepo,kepo
bapean,baper
tttnx,terima kasih
kaloooka,kalau
kloaa,kalau
ngeasn,marah
pls44,tolong
5ajaeh,saja
auk,aku
gkbisaaagk,tidak bisa
jjjk,jika
aqwa,aku
ahluu,berhalusinasi
yauda,ya sudah
plsaa5,tolong
klouuzz,kalau
capppek,lelah
kalool,kalau
keluarrrga8,keluarga
replly,membalas
smppai,sampai
b4per4n,baper
jaganlah,jangan
anay,wah
smguu,semoga
smmmp,sampai
tttptt,tetapi
cccuy56,bro/sobat
lay,norak
keularga,keluarga
kpo,kepo
kmasih,terima kasih
fbb,facebook
agbut,gabut
nyoookko,ayo
twtuu,twitter
iidk,saya tidak tahu
bgss,bagus
skrggg,sekarang
baang3t,sangat
cuy,bro/sobat
bbbales,membalas
skii,si
baes,membalas
lluarbiasa,luar biasa
gkbiisa,tidak bisa
jangganlah,jangan
karnaoo,karena
mren,kemarin
amger,malas bergerak
mio,menurut saya
mallles,malas
krana,karena
kelaurgazz,keluarga
gakee,tidak
km5h,terima kasih
twtaa39,twitter
skkr,sekarang
blomoo,belum
kuyyoo,yuk
tpiaa,tetapi
pedeee,percaya diri
replre,membalas
neggas,marah
twtii,twitter
jdiuu,jadi
repy,membalas
tf31,apa-apaan
bbelomy,belum
jjdi,jadi
udaii,sudah
atas2,atas
wtff,apa-apaan
luar8ia5a,luar biasa
nggakaa,tidak
nggaee,tidak
gtueeg,begitu
somed,media sosial
skrgee,sekarang
4cpek,lelah
tpp,tetapi
gddd,bagus
gabu,gabut
sioo,si
gggwsh,semoga cepat sembuh
yyyaudah,ya sudah
tpuu,tetapi
hallu7,berhalusinasi
ggwsh,semoga cepat sembuh
klouuy,kalau
nntioo,nanti
okkk,baik
sai,bisa
sampeii,sampai
janagnlah,jangan
maaksih4,terima kasih
mkasiih,terima kasih
belooom,belum
adpet,dapat
nnt1oo,nanti
y4sud4hzz,ya sudah
cccuyc,bro/sobat
ngeasng,marah
fboo,facebook
jaaanganlah,jangan
ga8isa86,tidak bisa
pegggel,pegal
gkbisaa,tidak bisa
balesee,membalas
jgggn,jangan
pegelii79,pegal
b9t99,sangat
nyyok,ayo
acpek5,lelah
5ampe,sampai
tpiii,tetapi
4l4y,norak
ksihoo,kasih
mkaish,terima kasih
fixxuu,pasti
oke,baik
ajee,saja
ngebuutn,ngebut
teemen,teman
ngegasoo,marah
pegel22,pegal
tolong9g,tolong
mkrn,kemarin
yahaa,ya
luarbiasaii,luar biasa
loohii53,kamu
teme,teman
baangetba,sangat
l00h,kamu
ngagk,tidak
belomm,belum
blomaa,belum
malesii,malas
cccuy4,bro/sobat
fixoo,pasti
gbut,gabut
nok,ayo
pgeelpg,pegal
luar8iasa9,luar biasa
kjt,jakarta
dapetii,dapat
gwaa,aku
bl0m00,belum
gwshii,semoga cepat sembuh
jangganlahja,jangan
pde,percaya diri
s4biy,bisa
mageeer,malas bergerak
kmuuu,kamu
okuu,baik
jjjd8,jadi
jdee,jadi
uadh,sudah
laayy,norak
tft,apa-apaan
nntiuu,nanti
luaarbiasa,luar biasa
epgel2,lelah
tapppi,tetapi
tttppt,tetapi
tllg,tolong
aqwaq,aku
jjjdj,jadi
gtee,begitu
lu4rbi4s4,luar biasa
mog,ya tuhan
tttapi,tetapi
sampppe,sampai
fffit,sehat
tem3nte,teman
taapi,tetapi
ggabisa,tidak bisa
yassudah,ya sudah
bl0m,belum
ats2,atas
skggk,sekarang
nyoook25,ayo
keluuuarga,keluarga
nggauu,tidak
kmrenuu,kemarin
kai,kasih
lllooh,kamu
replyee,membalas
layy,norak
bgbg,sangat
bllom,belum
gggabisa,tidak bisa
g4k,tidak
sblnya,sebelum
jgggn2,jangan
luarbiasaoo,luar biasa
b3lom,belum
krn4k,karena
baperan,baper
gswh,semoga cepat sembuh
5iappp,siap
btww,omong-omong
nyokk,ayo
pilss66,tolong
makaasih,terima kasih
gbaisa51,tidak bisa
kasssi,kasih
sssampe,sampai
aaaku,aku
p3g3l2,pegal
gwshuu,semoga cepat sembuh
ny0k,ayo
keluarag,keluarga
skg89,sekarang
gduu,bagus
8lomoo,belum
kais,kasih
krnii,karena
gdaa,bagus
magerrr,malas bergerak
gabbbut,gabut
kloee,kalau
tmennn,teman
lu4r8i4s4,luar biasa
teen,teman
tf94,apa-apaan
pliiiss,tolong
buciin,budak cinta
luarrrbiasa,luar biasa
blzz,belum
baangetzz,sangat
kep0,kepo
krrn4,karena
smmmt,semangat
yazz,ya
k3luarrrga,keluarga
a7as2,atas
buc1n,budak cinta
bucinb,budak cinta
capk,lelah
ntaaar,nanti
mlaes,malas
ml5,malas
knra,karena
sajaehh,saja
krg,sekarang
gi7u,begitu
sajaeh,saja
p3g3lii,lelah
akkku,aku
tmenn,teman
gkibsa,tidak bisa
siapppoo,siap
igoo,instagram
same,sampai
ngebu,ngebut
otwii,sedang dalam perjalanan
akku,aku
4njirr44,wah
okeaa,baik
malesaa,malas
noyk,ayo
p3de,percaya diri
lo0h,kamu
twf,apa-apaan
bbaper,baper
gab1saee,tidak bisa
al4y,norak
pegggel2,pegal
imoaa,menurut saya
abi,bisa
udhaa,sudah
sjaeh,saja
krnnna,karena
ngeggas,marah
b9t7,sangat
brrb,segera kembali
bnaget,sangat
kuuuyy,yuk
ooom,paman
jkkk,jika
giut,begitu
ml5zz,malas
kyuy,yuk
krrna88,karena
iiimooo,menurut saya
bapr,baper
saaampesa,sampai
t22,tetapi
daept,dapat
dapetee,dapat
nyokee,ayo
gabias,tidak bisa
ngegasaa,marah
tapiaa,tetapi
sajeh,saja
5blmnnya,sebelum
mageraa,malas bergerak
bapearn,baper
buccin,budak cinta
dpet,dapat
fiiixx,pasti
imo,menurut saya
otww,sedang dalam perjalanan
ggitu,begitu
ten,teman
tppi,tetapi
jgnn260,jangan
alayy,norak
jd1,jadi
kalo30,kalau
laay,norak
ucin,budak cinta
ntroo,nanti
peegl,pegal
fitoo,sehat
5blm,sebelum
gabiiisa,tidak bisa
capekee,lelah
sblmynasb,sebelum
sssmt,semangat
epo9,kepo
mkshii,terima kasih
luabriasa,luar biasa
iiim0,menurut saya
kepoaa,kepo
uhd,sudah
klouu6,kalau
janganah,jangan
pli5s,tolong
kkkloy,kalau
m4kasih,terima kasih
krn44,karena
negbut,ngebut
ksihii,kasih
kl0uu,kalau
luarbbiasal,luar biasa
attas2,atas
keluaarga,keluarga
txn,terima kasih
ffixx,pasti
sampeuu,sampai
mmmksh,terima kasih
makaaasih,terima kasih
gabt,gabut
b9t38,sangat
plzoo,tolong
udddah,sudah
sabbi,bisa
fitee,sehat
kkm,kamu
luarbb1asa,luar biasa
udhee,sudah
otlonggg,tolong
mks,terima kasih
tem3nn3,teman
allayy,norak
btgt,sangat
ga8isaas,tidak bisa
jnaganlah,jangan
dapt,dapat
skkrg,sekarang
tem3n,teman
ksr,sekarang
asmpe,sampai
loohii,kamu
eluarga,keluarga
jgn222,jangan
makasihuu,terima kasih
jkkt,jakarta
lu4rbbi4s4,luar biasa
aqww,aku
kla,kalau
ep0,kepo
tas2,atas
yaudahii,ya sudah
gwshhh,semoga cepat sembuh
klggg,keluarga
keeeluarga,keluarga
acpek54,lelah
sblmnyauu,sebelum
jjjd14,jadi
bbales,membalas
brboo,segera kembali
s8lmnya,sebelum
ata52,atas
mlsee,malas
4ja,saja
luarbbiasa84,luar biasa
kaalo,kalau
ok3,baik
gkbi5a,tidak bisa
thxuu,terima kasih
gabisaeeg,tidak bisa
jangannlah,jangan
okeyaa,baik
sampeaa,sampai
jgnn2zz,jangan
okkke,baik
gkbbisa,tidak bisa
si4ppp,siap
hlau,berhalusinasi
sblmm,sebelum
anijrr,wah
wsh,semoga cepat sembuh
oomg,ya tuhan
lpiss,tolong
sblmnnya,sebelum
nggakee,tidak
wwtf,apa-apaan
smpa1,sampai
m4k4sih,terima kasih
tpoo,tetapi
blaes,membalas
halluul,berhalusinasi
si4pppsi,siap
gaak,tidak
repyl,membalas
kl4u,kalau
bannnget,sangat
okeyy,baik
btwoo,omong-omong
sajaaeh,saja
t0longgg,tolong
luarbiaas,luar biasa
gggtu,begitu
siiiappp,siap
nyk,ayo
j9n,jangan
gaabut,gabut
sabiaa,bisa
asjaeh,saja
dptii,dapat
janganlahaa,jangan
ppliss,tolong
kepooo,kepo
sbmnya,sebelum
oeky,baik
gtueey,begitu
broee,saudara
bang3t,sangat
taaapi,tetapi
kas,kasih
dptuu,dapat
kllo,kalau
dna,di mana
kmrrren,kemarin
ttmen,teman
plsee,tolong
aqwzz,aku
sosmmed,media sosial
tpee,tetapi
maaksih37,terima kasih
gituee,begitu
ommm,paman
luarbiiiasa,luar biasa
smape,sampai
8rb,segera kembali
ottw,sedang dalam perjalanan
tip,tetapi
bangetaa,sangat
gaisa,tidak bisa
mka5ih,terima kasih
fxx,pasti
kel4urg4,keluarga
y4ud4h44,ya sudah
kksih,kasih
ml5m,malas
iiimo34,menurut saya
mpai,sampai
tem3n58,teman
luarbiasssa,luar biasa
aaalay,norak
makasihoo,terima kasih
udahoo,sudah
ud4hy,sudah
gkbiiisa,tidak bisa
kelaurga2,keluarga
aj4,saja
igaa,instagram
bper,baper
gwwwsh,semoga cepat sembuh
luarbbiasa,luar biasa
gbaut,gabut
ntaree,nanti
ngg4,tidak
uuda,sudah
is54,si
mkshh,terima kasih
gabutuu,gabut
kklozz,kalau
karnaii,karena
srg,sekarang
tmnaa,teman
kmny,kemarin
smpa,sampai
luabiasa,luar biasa
sssiappp,siap
4l4yy,norak
yasduah,ya sudah
loho,kamu
reeply,membalas
mkasihee,terima kasih
agbisa,tidak bisa
kmuee,kamu
nyyyok,ayo
dapetuu,dapat
pee,percaya diri
gkbsia,tidak bisa
siiappp,siap
ng3buut,ngebut
pppls,tolong
najay,wah
kran,karena
plsaapl,tolong
jgn22,jangan
baangetb,sangat
k3luarga33,keluarga
udahee,sudah
ngebbut,ngebut
kaarna,karena
klouu,kalau
kkkrna,karena
aaku,aku
bblm,belum
jdddi,jadi
5iapppii,siap
gautt,gabut
bapeer,baper
btttw,omong-omong
saaabi,bisa
sskr,sekarang
maka5ih,terima kasih
keluarg,keluarga
ayudah,ya sudah
8tw,omong-omong
malesss,malas
luarbisa,luar biasa
plissee,tolong
nnit,nanti
tf8,apa-apaan
fyioo,untuk informasi
plls,tolong
aksiii,kasih
tnnx,terima kasih
ngega5,marah
tolonnggg,tolong
gabuttt,gabut
5blmaa,sebelum
replr,membalas
mdna,di mana
smt,semangat
ny000k,ayo
acpekke,lelah
bbelom,belum
s8lmnnya,sebelum
idkoo,saya tidak tahu
uudah,sudah
kkkmrn,kemarin
okii,baik
sssmpai,sampai
aperan,baper
89t,sangat
bllb,belum
s48i,bisa
kssih,kasih
janganl4h,jangan
skrgaa,sekarang
tmnoo,teman
bale5,membalas
sblmya,sebelum
aksi,kasih
kmshk,terima kasih
gegas,marah
kmshzz,terima kasih
halllu,berhalusinasi
sbai,bisa
jddi5,jadi
pli55,tolong
ngegasii,marah
jktii,jakarta
sbblm,sebelum
aqwwq,aku
kkkrn,karena
kmrnn,kemarin
ngebu7,ngebut
kklo,kalau
mmls,malas
siaaappp,siap
blomm,belum
gggd,bagus
rkna,karena
mlsaa,malas
aq24,aku
krnauu,karena
kmen,kemarin
ajuu,saja
wtt,twitter
smai,sampai
kelaurgaag,keluarga
kmreen,kemarin
4ku,aku
ngegass,marah
janganlllah,jangan
jktee,jakarta
jg2,jangan
baanget3,sangat
yuadah,ya sudah
mllls,malas
gebut,ngebut
uah,sudah
buciiin,budak cinta
kih,kasih
